unit,n_cycles,rmse,nasa_score
1.0,100,12.703103979264588,177.03878777644374
2.0,75,17.38575993270067,483.3018681992882
3.0,100,19.027024174204996,700.0543513463991
4.0,95,11.592706926418693,214.3909986990224
5.0,89,14.028683841933072,198.0665831339663
6.0,94,15.516779031698386,328.11663665439323
